SiteID,site,veg_type,direction,gcc_value,transition_10,transition_25,transition_50
US-MOz,missouriozarks,DB,falling,gcc_90,10/23/14,10/21/14,10/13/14
US-MOz,missouriozarks,DB,falling,gcc_90,10/29/13,10/26/13,10/18/13
US-MOz,missouriozarks,DB,falling,gcc_90,10/15/12,10/12/12,10/5/12
US-MOz,missouriozarks,EN,rising,gcc_90,4/1/13,4/5/13,4/16/13
US-MOz,missouriozarks,EN,rising,gcc_90,4/1/14,4/9/14,4/21/14
US-MOz,missouriozarks,EN,rising,gcc_90,3/25/15,4/2/15,4/12/15
US-MOz,missouriozarks,EN,rising,gcc_90,3/10/16,3/17/16,4/18/16
US-MOz,missouriozarks,EN,rising,gcc_90,3/17/17,3/24/17,4/15/17
US-MOz,missouriozarks,EN,rising,gcc_90,4/5/18,4/16/18,5/1/18
US-MOz,missouriozarks,EN,rising,gcc_90,3/26/19,4/6/19,4/17/19
US-MOz,missouriozarks,EN,rising,gcc_90,3/6/20,3/17/20,3/31/20
US-MOz,missouriozarks,EN,rising,gcc_90,3/14/21,3/26/21,4/8/21
US-MOz,missouriozarks,EN,rising,gcc_90,3/29/22,4/9/22,4/23/22
US-MOz,missouriozarks,EN,rising,gcc_90,3/26/23,4/2/23,4/14/23
US-MOz,missouriozarks,EN,falling,gcc_90,11/28/23,11/14/23,10/25/23
US-MOz,missouriozarks,EN,falling,gcc_90,12/13/22,11/16/22,10/4/22
US-MOz,missouriozarks,EN,falling,gcc_90,12/19/21,12/6/21,11/20/21
US-MOz,missouriozarks,EN,falling,gcc_90,12/21/20,12/2/20,11/1/20
US-MOz,missouriozarks,EN,falling,gcc_90,12/9/19,11/29/19,11/3/19
US-MOz,missouriozarks,EN,falling,gcc_90,12/4/18,11/16/18,10/25/18
US-MOz,missouriozarks,EN,falling,gcc_90,12/17/17,12/4/17,11/14/17
US-MOz,missouriozarks,EN,falling,gcc_90,12/15/16,12/6/16,11/15/16
US-MOz,missouriozarks,EN,falling,gcc_90,10/19/15,10/10/15,9/23/15
US-MOz,missouriozarks,EN,falling,gcc_90,12/25/14,12/7/14,11/5/14
US-MOz,missouriozarks,EN,falling,gcc_90,11/30/13,11/17/13,10/19/13
US-MOz,missouriozarks,EN,falling,gcc_90,12/16/12,11/23/12,11/2/12
US-MMS,morganmonroe,DB,rising,gcc_90,4/17/09,4/20/09,4/26/09
US-MMS,morganmonroe,DB,rising,gcc_90,3/30/10,4/4/10,4/10/10
US-MMS,morganmonroe,DB,rising,gcc_90,4/4/11,4/11/11,4/19/11
US-MMS,morganmonroe,DB,rising,gcc_90,3/13/12,3/18/12,3/27/12
US-MMS,morganmonroe,DB,rising,gcc_90,4/10/13,4/16/13,4/24/13
US-MMS,morganmonroe,DB,rising,gcc_90,4/20/14,4/24/14,5/1/14
US-MMS,morganmonroe,DB,rising,gcc_90,4/9/15,4/15/15,4/23/15
US-MMS,morganmonroe,DB,rising,gcc_90,4/9/16,4/14/16,4/21/16
US-MMS,morganmonroe,DB,rising,gcc_90,4/5/17,4/10/17,4/16/17
US-MMS,morganmonroe,DB,rising,gcc_90,4/20/18,4/24/18,4/30/18
US-MMS,morganmonroe,DB,rising,gcc_90,4/4/19,4/8/19,4/11/19
US-MMS,morganmonroe,DB,rising,gcc_90,4/1/20,4/13/20,4/23/20
US-MMS,morganmonroe,DB,rising,gcc_90,3/29/21,4/3/21,4/17/21
US-MMS,morganmonroe,DB,rising,gcc_90,4/16/22,4/21/22,4/28/22
US-MMS,morganmonroe,DB,rising,gcc_90,4/1/23,4/6/23,4/14/23
US-MMS,morganmonroe,DB,falling,gcc_90,11/5/23,10/29/23,10/19/23
US-MMS,morganmonroe,DB,falling,gcc_90,10/28/22,10/23/22,10/15/22
US-MMS,morganmonroe,DB,falling,gcc_90,11/13/21,11/7/21,10/26/21
US-MMS,morganmonroe,DB,falling,gcc_90,10/28/20,10/19/20,10/10/20
US-MMS,morganmonroe,DB,falling,gcc_90,11/4/19,10/29/19,10/19/19
US-MMS,morganmonroe,DB,falling,gcc_90,11/2/18,10/28/18,10/17/18
US-MMS,morganmonroe,DB,falling,gcc_90,11/10/17,11/5/17,10/26/17
US-MMS,morganmonroe,DB,falling,gcc_90,11/4/16,10/28/16,10/18/16
US-MMS,morganmonroe,DB,falling,gcc_90,10/30/15,10/24/15,10/16/15
US-MMS,morganmonroe,DB,falling,gcc_90,10/30/14,10/25/14,10/17/14
US-MMS,morganmonroe,DB,falling,gcc_90,11/11/13,11/6/13,10/27/13
US-MMS,morganmonroe,DB,falling,gcc_90,10/22/12,10/17/12,10/9/12
US-MMS,morganmonroe,DB,falling,gcc_90,11/5/11,10/30/11,10/20/11
US-MMS,morganmonroe,DB,falling,gcc_90,10/27/10,10/20/10,10/9/10
US-MMS,morganmonroe,DB,falling,gcc_90,10/29/09,10/23/09,10/15/09
US-MMS,morganmonroe,DB,falling,gcc_90,11/6/08,11/1/08,10/25/08
US-MMS,morganmonroe2,DB,rising,gcc_90,4/8/17,4/11/17,4/15/17
US-MMS,morganmonroe2,DB,rising,gcc_90,4/25/18,4/27/18,5/1/18
US-MMS,morganmonroe2,DB,rising,gcc_90,4/8/19,4/12/19,4/18/19
US-MMS,morganmonroe2,DB,rising,gcc_90,4/3/20,4/9/20,4/24/20
US-MMS,morganmonroe2,DB,rising,gcc_90,4/2/21,4/5/21,4/11/21
US-MMS,morganmonroe2,DB,rising,gcc_90,4/15/22,4/20/22,4/27/22
US-MMS,morganmonroe2,DB,rising,gcc_90,4/5/23,4/9/23,4/14/23
US-MMS,morganmonroe2,DB,falling,gcc_90,10/26/23,10/23/23,10/15/23
US-MMS,morganmonroe2,DB,falling,gcc_90,10/20/22,10/17/22,10/10/22
US-MMS,morganmonroe2,DB,falling,gcc_90,11/5/21,11/1/21,10/23/21
US-MMS,morganmonroe2,DB,falling,gcc_90,10/13/20,10/9/20,10/3/20
US-MMS,morganmonroe2,DB,falling,gcc_90,10/31/19,10/27/19,10/18/19
US-MMS,morganmonroe2,DB,falling,gcc_90,10/27/18,10/23/18,10/14/18
US-MMS,morganmonroe2,DB,falling,gcc_90,10/31/17,10/22/17,10/15/17
US-xBR,NEON.D01.BART.DP1.00033,DB,rising,gcc_90,5/6/17,5/11/17,5/16/17
US-xBR,NEON.D01.BART.DP1.00033,DB,rising,gcc_90,5/7/18,5/9/18,5/14/18
US-xBR,NEON.D01.BART.DP1.00033,DB,rising,gcc_90,5/13/19,5/16/19,5/21/19
US-xBR,NEON.D01.BART.DP1.00033,DB,rising,gcc_90,5/15/20,5/17/20,5/21/20
US-xBR,NEON.D01.BART.DP1.00033,DB,rising,gcc_90,5/7/21,5/10/21,5/14/21
US-xBR,NEON.D01.BART.DP1.00033,DB,rising,gcc_90,5/8/22,5/9/22,5/13/22
US-xBR,NEON.D01.BART.DP1.00033,DB,rising,gcc_90,5/4/23,5/6/23,5/11/23
US-xBR,NEON.D01.BART.DP1.00033,DB,falling,gcc_90,10/2/23,9/29/23,9/23/23
US-xBR,NEON.D01.BART.DP1.00033,DB,falling,gcc_90,10/7/22,10/3/22,9/27/22
US-xBR,NEON.D01.BART.DP1.00033,DB,falling,gcc_90,10/10/21,10/7/21,10/2/21
US-xBR,NEON.D01.BART.DP1.00033,DB,falling,gcc_90,9/29/20,9/24/20,9/16/20
US-xBR,NEON.D01.BART.DP1.00033,DB,falling,gcc_90,10/7/19,10/5/19,9/20/19
US-xBR,NEON.D01.BART.DP1.00033,DB,falling,gcc_90,10/7/18,10/4/18,9/29/18
US-xBR,NEON.D01.BART.DP1.00033,DB,falling,gcc_90,10/5/17,10/1/17,9/17/17
US-xBR,NEON.D01.BART.DP1.00033,EN,rising,gcc_90,4/5/17,4/12/17,4/29/17
US-xBR,NEON.D01.BART.DP1.00033,EN,rising,gcc_90,4/22/18,4/29/18,5/8/18
US-xBR,NEON.D01.BART.DP1.00033,EN,rising,gcc_90,4/1/19,4/9/19,5/8/19
US-xBR,NEON.D01.BART.DP1.00033,EN,rising,gcc_90,5/4/20,5/11/20,5/20/20
US-xBR,NEON.D01.BART.DP1.00033,EN,rising,gcc_90,3/29/21,4/28/21,5/9/21
US-xBR,NEON.D01.BART.DP1.00033,EN,rising,gcc_90,4/29/22,5/5/22,5/12/22
US-xBR,NEON.D01.BART.DP1.00033,EN,rising,gcc_90,4/11/23,4/24/23,5/7/23
US-xBR,NEON.D01.BART.DP1.00033,EN,falling,gcc_90,11/22/23,11/13/23,10/19/23
US-xBR,NEON.D01.BART.DP1.00033,EN,falling,gcc_90,12/2/22,10/19/22,10/4/22
US-xBR,NEON.D01.BART.DP1.00033,EN,falling,gcc_90,11/6/21,10/26/21,10/6/21
US-xBR,NEON.D01.BART.DP1.00033,EN,falling,gcc_90,10/16/20,10/7/20,9/17/20
US-xBR,NEON.D01.BART.DP1.00033,EN,falling,gcc_90,11/10/19,10/10/19,10/1/19
US-xBR,NEON.D01.BART.DP1.00033,EN,falling,gcc_90,11/21/18,11/5/18,10/8/18
US-xBR,NEON.D01.BART.DP1.00033,EN,falling,gcc_90,12/10/17,11/24/17,10/3/17
US-xBR,NEON.D01.BART.DP1.00042,UN,rising,gcc_90,5/15/17,5/17/17,5/21/17
US-xBR,NEON.D01.BART.DP1.00042,UN,rising,gcc_90,5/12/18,5/14/18,5/17/18
US-xBR,NEON.D01.BART.DP1.00042,UN,rising,gcc_90,5/21/19,5/23/19,5/27/19
US-xBR,NEON.D01.BART.DP1.00042,UN,rising,gcc_90,5/17/20,5/19/20,5/22/20
US-xBR,NEON.D01.BART.DP1.00042,UN,rising,gcc_90,5/11/21,5/13/21,5/16/21
US-xBR,NEON.D01.BART.DP1.00042,UN,rising,gcc_90,5/9/22,5/12/22,5/15/22
US-xBR,NEON.D01.BART.DP1.00042,UN,rising,gcc_90,5/9/23,5/12/23,5/16/23
US-xBR,NEON.D01.BART.DP1.00042,UN,falling,gcc_90,10/19/23,10/16/23,10/7/23
US-xBR,NEON.D01.BART.DP1.00042,UN,falling,gcc_90,10/17/22,10/15/22,10/7/22
US-xBR,NEON.D01.BART.DP1.00042,UN,falling,gcc_90,10/17/21,10/13/21,10/6/21
US-xBR,NEON.D01.BART.DP1.00042,UN,falling,gcc_90,10/11/20,10/7/20,9/29/20
US-xBR,NEON.D01.BART.DP1.00042,UN,falling,gcc_90,10/14/19,10/11/19,10/4/19
US-xBR,NEON.D01.BART.DP1.00042,UN,falling,gcc_90,10/14/18,10/11/18,10/5/18
US-xBR,NEON.D01.BART.DP1.00042,UN,falling,gcc_90,10/14/17,10/11/17,10/3/17
US-xHA,NEON.D01.HARV.DP1.00033,DB,rising,gcc_90,5/10/17,5/14/17,5/18/17
US-xHA,NEON.D01.HARV.DP1.00033,DB,rising,gcc_90,5/7/18,5/11/18,5/16/18
US-xHA,NEON.D01.HARV.DP1.00033,DB,rising,gcc_90,5/13/19,5/17/19,5/22/19
US-xHA,NEON.D01.HARV.DP1.00033,DB,rising,gcc_90,5/16/20,5/19/20,5/24/20
US-xHA,NEON.D01.HARV.DP1.00033,DB,rising,gcc_90,5/11/21,5/14/21,5/18/21
US-xHA,NEON.D01.HARV.DP1.00033,DB,rising,gcc_90,5/10/22,5/13/22,5/17/22
US-xHA,NEON.D01.HARV.DP1.00033,DB,rising,gcc_90,5/4/23,5/8/23,5/13/23
US-xHA,NEON.D01.HARV.DP1.00033,DB,falling,gcc_90,10/31/23,10/29/23,10/25/23
US-xHA,NEON.D01.HARV.DP1.00033,DB,falling,gcc_90,10/22/22,10/19/22,10/13/22
US-xHA,NEON.D01.HARV.DP1.00033,DB,falling,gcc_90,11/4/21,11/2/21,10/25/21
US-xHA,NEON.D01.HARV.DP1.00033,DB,falling,gcc_90,10/23/20,10/20/20,10/14/20
US-xHA,NEON.D01.HARV.DP1.00033,DB,falling,gcc_90,10/22/19,10/20/19,10/13/19
US-xHA,NEON.D01.HARV.DP1.00033,DB,falling,gcc_90,11/3/18,10/31/18,10/18/18
US-xHA,NEON.D01.HARV.DP1.00033,DB,falling,gcc_90,11/3/17,11/1/17,10/23/17
US-xHA,NEON.D01.HARV.DP1.00033,EN,rising,gcc_90,3/25/17,4/3/17,4/13/17
US-xHA,NEON.D01.HARV.DP1.00033,EN,rising,gcc_90,4/13/18,4/21/18,5/1/18
US-xHA,NEON.D01.HARV.DP1.00033,EN,rising,gcc_90,3/31/19,4/8/19,4/16/19
US-xHA,NEON.D01.HARV.DP1.00033,EN,rising,gcc_90,4/22/20,5/9/20,5/17/20
US-xHA,NEON.D01.HARV.DP1.00033,EN,rising,gcc_90,3/19/21,3/24/21,4/23/21
US-xHA,NEON.D01.HARV.DP1.00033,EN,falling,gcc_90,11/30/21,11/12/21,10/9/21
US-xHA,NEON.D01.HARV.DP1.00033,EN,falling,gcc_90,11/26/20,10/30/20,9/22/20
US-xHA,NEON.D01.HARV.DP1.00033,EN,falling,gcc_90,11/29/19,11/12/19,10/11/19
US-xHA,NEON.D01.HARV.DP1.00033,EN,falling,gcc_90,12/9/18,11/26/18,10/11/18
US-xHA,NEON.D01.HARV.DP1.00033,EN,falling,gcc_90,11/16/17,10/17/17,9/22/17
US-xHA,NEON.D01.HARV.DP1.00033,EN,rising,gcc_90,4/4/22,4/12/22,5/6/22
US-xHA,NEON.D01.HARV.DP1.00033,EN,rising,gcc_90,4/1/23,4/7/23,4/30/23
US-xHA,NEON.D01.HARV.DP1.00033,EN,falling,gcc_90,11/2/23,10/9/23,9/25/23
US-xHA,NEON.D01.HARV.DP1.00033,EN,falling,gcc_90,12/1/22,10/16/22,10/7/22
US-xHA,NEON.D01.HARV.DP1.00042,UN,rising,gcc_90,5/10/17,5/13/17,5/18/17
US-xHA,NEON.D01.HARV.DP1.00042,UN,rising,gcc_90,5/9/18,5/12/18,5/17/18
US-xHA,NEON.D01.HARV.DP1.00042,UN,rising,gcc_90,5/12/19,5/16/19,5/20/19
US-xHA,NEON.D01.HARV.DP1.00042,UN,rising,gcc_90,5/14/20,5/17/20,5/21/20
US-xHA,NEON.D01.HARV.DP1.00042,UN,rising,gcc_90,5/11/21,5/13/21,5/17/21
US-xHA,NEON.D01.HARV.DP1.00042,UN,rising,gcc_90,5/9/22,5/11/22,5/15/22
US-xHA,NEON.D01.HARV.DP1.00042,UN,rising,gcc_90,5/5/23,5/7/23,5/12/23
US-xHA,NEON.D01.HARV.DP1.00042,UN,falling,gcc_90,10/25/23,10/20/23,10/9/23
US-xHA,NEON.D01.HARV.DP1.00042,UN,falling,gcc_90,10/19/22,10/15/22,10/8/22
US-xHA,NEON.D01.HARV.DP1.00042,UN,falling,gcc_90,10/26/21,10/18/21,10/11/21
US-xHA,NEON.D01.HARV.DP1.00042,UN,falling,gcc_90,10/24/20,10/19/20,10/7/20
US-xHA,NEON.D01.HARV.DP1.00042,UN,falling,gcc_90,10/19/19,10/13/19,10/6/19
US-xHA,NEON.D01.HARV.DP1.00042,UN,falling,gcc_90,10/22/18,10/14/18,10/8/18
US-xHA,NEON.D01.HARV.DP1.00042,UN,falling,gcc_90,10/24/17,10/19/17,10/12/17
US-xBL,NEON.D02.BLAN.DP1.00033,DB,rising,gcc_90,3/28/17,4/2/17,4/10/17
US-xBL,NEON.D02.BLAN.DP1.00033,DB,rising,gcc_90,4/11/18,4/18/18,4/27/18
US-xBL,NEON.D02.BLAN.DP1.00033,DB,rising,gcc_90,4/4/19,4/8/19,4/15/19
US-xBL,NEON.D02.BLAN.DP1.00033,DB,rising,gcc_90,3/23/20,3/30/20,4/10/20
US-xBL,NEON.D02.BLAN.DP1.00033,DB,rising,gcc_90,4/3/21,4/8/21,4/17/21
US-xBL,NEON.D02.BLAN.DP1.00033,DB,rising,gcc_90,4/2/22,4/9/22,4/20/22
US-xBL,NEON.D02.BLAN.DP1.00033,DB,rising,gcc_90,3/27/23,4/2/23,4/12/23
US-xBL,NEON.D02.BLAN.DP1.00033,DB,falling,gcc_90,11/13/23,10/30/23,10/17/23
US-xBL,NEON.D02.BLAN.DP1.00033,DB,falling,gcc_90,11/1/22,10/21/22,10/7/22
US-xBL,NEON.D02.BLAN.DP1.00033,DB,falling,gcc_90,11/11/21,11/1/21,10/18/21
US-xBL,NEON.D02.BLAN.DP1.00033,DB,falling,gcc_90,11/14/20,10/24/20,10/3/20
US-xBL,NEON.D02.BLAN.DP1.00033,DB,falling,gcc_90,11/8/19,11/1/19,10/19/19
US-xBL,NEON.D02.BLAN.DP1.00033,DB,falling,gcc_90,11/14/18,10/29/18,10/12/18
US-xBL,NEON.D02.BLAN.DP1.00033,DB,falling,gcc_90,11/8/17,10/29/17,10/8/17
US-xBL,NEON.D02.BLAN.DP1.00033,EN,rising,gcc_90,3/21/17,3/29/17,4/11/17
US-xBL,NEON.D02.BLAN.DP1.00033,EN,rising,gcc_90,3/31/18,4/9/18,4/24/18
US-xBL,NEON.D02.BLAN.DP1.00033,EN,rising,gcc_90,3/24/19,3/31/19,4/9/19
US-xBL,NEON.D02.BLAN.DP1.00033,EN,rising,gcc_90,3/10/20,3/19/20,4/5/20
US-xBL,NEON.D02.BLAN.DP1.00033,EN,rising,gcc_90,3/15/21,3/24/21,4/7/21
US-xBL,NEON.D02.BLAN.DP1.00033,EN,rising,gcc_90,3/18/22,4/1/22,4/18/22
US-xBL,NEON.D02.BLAN.DP1.00033,EN,rising,gcc_90,3/22/23,3/28/23,4/7/23
US-xBL,NEON.D02.BLAN.DP1.00033,EN,falling,gcc_90,11/21/23,11/1/23,10/17/23
US-xBL,NEON.D02.BLAN.DP1.00033,EN,falling,gcc_90,12/15/22,12/3/22,11/7/22
US-xBL,NEON.D02.BLAN.DP1.00033,EN,falling,gcc_90,12/4/21,11/8/21,10/27/21
US-xBL,NEON.D02.BLAN.DP1.00033,EN,falling,gcc_90,12/19/20,12/5/20,11/3/20
US-xBL,NEON.D02.BLAN.DP1.00033,EN,falling,gcc_90,12/7/19,11/19/19,10/31/19
US-xBL,NEON.D02.BLAN.DP1.00033,EN,falling,gcc_90,12/26/18,12/4/18,11/16/18
US-xBL,NEON.D02.BLAN.DP1.00033,EN,falling,gcc_90,12/15/17,12/2/17,11/16/17
US-xSC,NEON.D02.SCBI.DP1.00033,DB,rising,gcc_90,4/2/17,4/7/17,4/13/17
US-xSC,NEON.D02.SCBI.DP1.00033,DB,rising,gcc_90,4/13/18,4/20/18,4/28/18
US-xSC,NEON.D02.SCBI.DP1.00033,DB,rising,gcc_90,4/4/19,4/9/19,4/16/19
US-xSC,NEON.D02.SCBI.DP1.00033,DB,rising,gcc_90,3/23/20,3/30/20,4/9/20
US-xSC,NEON.D02.SCBI.DP1.00033,DB,rising,gcc_90,3/29/21,4/3/21,4/11/21
US-xSC,NEON.D02.SCBI.DP1.00033,DB,rising,gcc_90,4/5/22,4/10/22,4/18/22
US-xSC,NEON.D02.SCBI.DP1.00033,DB,rising,gcc_90,3/26/23,3/31/23,4/7/23
US-xSC,NEON.D02.SCBI.DP1.00033,DB,falling,gcc_90,11/2/23,10/28/23,10/20/23
US-xSC,NEON.D02.SCBI.DP1.00033,DB,falling,gcc_90,10/27/22,10/22/22,10/14/22
US-xSC,NEON.D02.SCBI.DP1.00033,DB,falling,gcc_90,11/8/21,11/4/21,10/26/21
US-xSC,NEON.D02.SCBI.DP1.00033,DB,falling,gcc_90,11/1/20,10/25/20,10/13/20
US-xSC,NEON.D02.SCBI.DP1.00033,DB,falling,gcc_90,11/3/19,10/30/19,10/22/19
US-xSC,NEON.D02.SCBI.DP1.00033,DB,falling,gcc_90,11/2/18,10/28/18,10/18/18
US-xSC,NEON.D02.SCBI.DP1.00033,DB,falling,gcc_90,11/8/17,11/4/17,10/26/17
US-xSE,NEON.D02.SERC.DP1.00033,DB,rising,gcc_90,3/25/16,3/29/16,4/11/16
US-xSE,NEON.D02.SERC.DP1.00033,DB,rising,gcc_90,3/29/17,4/4/17,4/11/17
US-xSE,NEON.D02.SERC.DP1.00033,DB,rising,gcc_90,4/10/18,4/16/18,4/23/18
US-xSE,NEON.D02.SERC.DP1.00033,DB,rising,gcc_90,4/4/19,4/8/19,4/12/19
US-xSE,NEON.D02.SERC.DP1.00033,DB,rising,gcc_90,3/19/20,3/28/20,4/5/20
US-xSE,NEON.D02.SERC.DP1.00033,DB,rising,gcc_90,3/28/21,4/2/21,4/7/21
US-xSE,NEON.D02.SERC.DP1.00033,DB,rising,gcc_90,3/27/22,4/7/22,4/14/22
US-xSE,NEON.D02.SERC.DP1.00033,DB,rising,gcc_90,3/28/23,4/2/23,4/7/23
US-xSE,NEON.D02.SERC.DP1.00033,DB,falling,gcc_90,10/31/23,10/27/23,10/20/23
US-xSE,NEON.D02.SERC.DP1.00033,DB,falling,gcc_90,10/20/22,10/14/22,10/8/22
US-xSE,NEON.D02.SERC.DP1.00033,DB,falling,gcc_90,11/10/21,11/6/21,10/27/21
US-xSE,NEON.D02.SERC.DP1.00033,DB,falling,gcc_90,10/24/20,10/20/20,10/7/20
US-xSE,NEON.D02.SERC.DP1.00033,DB,falling,gcc_90,11/6/19,10/31/19,10/24/19
US-xSE,NEON.D02.SERC.DP1.00033,DB,falling,gcc_90,10/30/18,10/26/18,10/17/18
US-xSE,NEON.D02.SERC.DP1.00033,DB,falling,gcc_90,11/6/17,11/3/17,10/26/17
US-xSE,NEON.D02.SERC.DP1.00033,DB,falling,gcc_90,11/4/16,10/31/16,10/15/16
US-xSE,NEON.D02.SERC.DP1.00042,UN,rising,gcc_90,4/14/16,4/19/16,4/24/16
US-xSE,NEON.D02.SERC.DP1.00042,UN,rising,gcc_90,4/14/17,4/18/17,4/24/17
US-xSE,NEON.D02.SERC.DP1.00042,UN,rising,gcc_90,4/23/18,4/26/18,4/30/18
US-xSE,NEON.D02.SERC.DP1.00042,UN,rising,gcc_90,4/13/19,4/16/19,4/20/19
US-xSE,NEON.D02.SERC.DP1.00042,UN,rising,gcc_90,4/4/20,4/18/20,4/26/20
US-xSE,NEON.D02.SERC.DP1.00042,UN,rising,gcc_90,4/7/21,4/13/21,4/19/21
US-xSE,NEON.D02.SERC.DP1.00042,UN,rising,gcc_90,4/15/22,4/21/22,4/26/22
US-xSE,NEON.D02.SERC.DP1.00042,UN,rising,gcc_90,4/6/23,4/9/23,4/14/23
US-xSE,NEON.D02.SERC.DP1.00042,UN,falling,gcc_90,11/9/23,11/5/23,10/26/23
US-xSE,NEON.D02.SERC.DP1.00042,UN,falling,gcc_90,11/5/22,11/3/22,10/26/22
US-xSE,NEON.D02.SERC.DP1.00042,UN,falling,gcc_90,11/20/21,11/16/21,11/9/21
US-xSE,NEON.D02.SERC.DP1.00042,UN,falling,gcc_90,11/6/20,11/3/20,10/20/20
US-xSE,NEON.D02.SERC.DP1.00042,UN,falling,gcc_90,11/17/19,11/11/19,10/27/19
US-xSE,NEON.D02.SERC.DP1.00042,UN,falling,gcc_90,11/17/18,11/10/18,10/22/18
US-xSE,NEON.D02.SERC.DP1.00042,UN,falling,gcc_90,11/14/17,11/8/17,10/27/17
US-xSE,NEON.D02.SERC.DP1.00042,UN,falling,gcc_90,11/17/16,11/13/16,11/5/16
US-xDS,NEON.D03.DSNY.DP1.00033,GR,rising,gcc_90,6/5/17,6/13/17,6/28/17
US-xDS,NEON.D03.DSNY.DP1.00033,GR,rising,gcc_90,4/21/18,5/13/18,5/23/18
US-xDS,NEON.D03.DSNY.DP1.00033,GR,rising,gcc_90,4/6/19,4/13/19,5/7/19
US-xDS,NEON.D03.DSNY.DP1.00033,GR,rising,gcc_90,3/19/20,4/16/20,5/27/20
US-xDS,NEON.D03.DSNY.DP1.00033,GR,rising,gcc_90,6/5/21,6/12/21,6/24/21
US-xDS,NEON.D03.DSNY.DP1.00033,GR,rising,gcc_90,2/19/22,2/27/22,3/13/22
US-xDS,NEON.D03.DSNY.DP1.00033,GR,rising,gcc_90,5/11/23,5/23/23,6/7/23
US-xDS,NEON.D03.DSNY.DP1.00033,GR,falling,gcc_90,10/26/23,10/16/23,10/7/23
US-xDS,NEON.D03.DSNY.DP1.00033,GR,falling,gcc_90,12/31/22,12/14/22,11/7/22
US-xDS,NEON.D03.DSNY.DP1.00033,GR,falling,gcc_90,11/13/21,10/28/21,10/12/21
US-xDS,NEON.D03.DSNY.DP1.00033,GR,falling,gcc_90,11/25/20,11/5/20,10/14/20
US-xDS,NEON.D03.DSNY.DP1.00033,GR,falling,gcc_90,11/2/19,10/19/19,9/27/19
US-xDS,NEON.D03.DSNY.DP1.00033,GR,falling,gcc_90,11/19/18,10/27/18,10/10/18
US-xDS,NEON.D03.DSNY.DP1.00033,GR,falling,gcc_90,11/1/17,10/24/17,10/11/17
US-xDS,NEON.D03.DSNY.DP1.00042,GR,rising,gcc_90,6/4/17,6/12/17,7/1/17
US-xDS,NEON.D03.DSNY.DP1.00042,GR,rising,gcc_90,5/4/18,5/15/18,5/27/18
US-xDS,NEON.D03.DSNY.DP1.00042,GR,rising,gcc_90,4/30/19,5/11/19,5/31/19
US-xDS,NEON.D03.DSNY.DP1.00042,GR,rising,gcc_90,4/15/20,5/20/20,6/2/20
US-xDS,NEON.D03.DSNY.DP1.00042,GR,rising,gcc_90,6/6/21,6/15/21,6/29/21
US-xDS,NEON.D03.DSNY.DP1.00042,GR,rising,gcc_90,2/23/22,3/2/22,3/18/22
US-xDS,NEON.D03.DSNY.DP1.00042,GR,rising,gcc_90,4/30/23,5/20/23,6/11/23
US-xDS,NEON.D03.DSNY.DP1.00042,GR,falling,gcc_90,11/22/23,11/5/23,10/19/23
US-xDS,NEON.D03.DSNY.DP1.00042,GR,falling,gcc_90,12/21/22,11/30/22,10/27/22
US-xDS,NEON.D03.DSNY.DP1.00042,GR,falling,gcc_90,11/22/21,11/11/21,10/27/21
US-xDS,NEON.D03.DSNY.DP1.00042,GR,falling,gcc_90,12/1/20,11/20/20,10/31/20
US-xDS,NEON.D03.DSNY.DP1.00042,GR,falling,gcc_90,11/17/19,11/3/19,10/6/19
US-xDS,NEON.D03.DSNY.DP1.00042,GR,falling,gcc_90,11/26/18,11/15/18,10/24/18
US-xDS,NEON.D03.DSNY.DP1.00042,GR,falling,gcc_90,11/7/17,10/29/17,10/20/17
US-xJE,NEON.D03.JERC.DP1.00033,DB,rising,gcc_90,3/17/17,3/21/17,3/27/17
US-xJE,NEON.D03.JERC.DP1.00033,DB,rising,gcc_90,3/20/18,3/26/18,4/1/18
US-xJE,NEON.D03.JERC.DP1.00033,DB,rising,gcc_90,3/19/19,3/21/19,3/27/19
US-xJE,NEON.D03.JERC.DP1.00033,DB,rising,gcc_90,3/9/20,3/14/20,3/21/20
US-xJE,NEON.D03.JERC.DP1.00033,DB,rising,gcc_90,3/17/21,3/23/21,3/31/21
US-xJE,NEON.D03.JERC.DP1.00033,DB,rising,gcc_90,3/10/22,3/24/22,4/3/22
US-xJE,NEON.D03.JERC.DP1.00033,DB,rising,gcc_90,3/3/23,3/12/23,3/22/23
US-xJE,NEON.D03.JERC.DP1.00033,DB,falling,gcc_90,11/12/23,10/26/23,9/23/23
US-xJE,NEON.D03.JERC.DP1.00033,DB,falling,gcc_90,11/25/22,11/18/22,10/13/22
US-xJE,NEON.D03.JERC.DP1.00033,DB,falling,gcc_90,11/11/21,11/4/21,10/8/21
US-xJE,NEON.D03.JERC.DP1.00033,DB,falling,gcc_90,11/17/20,11/4/20,10/2/20
US-xJE,NEON.D03.JERC.DP1.00033,DB,falling,gcc_90,11/18/19,11/10/19,10/22/19
US-xJE,NEON.D03.JERC.DP1.00033,DB,falling,gcc_90,10/27/18,10/20/18,10/10/18
US-xJE,NEON.D03.JERC.DP1.00033,DB,falling,gcc_90,11/16/17,11/9/17,10/20/17
US-xJE,NEON.D03.JERC.DP1.00033,EN,rising,gcc_90,3/22/17,4/3/17,5/10/17
